scenario,date,asset,return
3,Jul 2018,EAFE,0.055362476
3,Aug 2018,EAFE,0.035233931
3,Sep 2018,EAFE,-0.016754483
3,Oct 2018,EAFE,0.013192365
3,Nov 2018,EAFE,-0.01480706
3,Dec 2018,EAFE,-0.021502415
3,Jan 2019,EAFE,-0.003441773
3,Feb 2019,EAFE,-0.034041089
3,Mar 2019,EAFE,-0.045420995
3,Apr 2019,EAFE,0.002634385
3,May 2019,EAFE,0.032698205
3,Jun 2019,EAFE,0.13226285
3,Jul 2019,EAFE,0.089996538
3,Aug 2019,EAFE,0.096514152
3,Sep 2019,EAFE,0.045265792
3,Oct 2019,EAFE,0.013844571
3,Nov 2019,EAFE,0.029250419
3,Dec 2019,EAFE,-0.067542365
3,Jan 2020,EAFE,-0.099639709
3,Feb 2020,EAFE,-0.097285592
3,Mar 2020,EAFE,-0.139689669
3,Apr 2020,EAFE,-0.00876257
3,May 2020,EAFE,-0.132900196
3,Jun 2020,EAFE,-0.033861532
3,Jul 2020,EAFE,0.001568691
3,Aug 2020,EAFE,0.091554973
3,Sep 2020,EAFE,0.073095548
3,Oct 2020,EAFE,-0.006864391
3,Nov 2020,EAFE,0.011770458
3,Dec 2020,EAFE,0.033223856
3,Jan 2021,EAFE,0.032408378
3,Feb 2021,EAFE,-0.09525893
3,Mar 2021,EAFE,-0.015131874
3,Apr 2021,EAFE,0.059907808
3,May 2021,EAFE,-0.057497249
3,Jun 2021,EAFE,3.23598e-4
3,Jul 2021,EAFE,-0.011777972
3,Aug 2021,EAFE,0.017328296
3,Sep 2021,EAFE,0.011714365
3,Oct 2021,EAFE,0.005509338
3,Nov 2021,EAFE,-0.044903676
3,Dec 2021,EAFE,-0.024958925
